time,temperature_2m_mean,apparent_temperature_mean,windspeed_10m_max,et0_fao_evapotranspiration,elevation,city,precipitation_hours,shortwave_radiation_sum,rain_sum
2023-06-17,30.2,33.4,29.8,4.95,5.0,Jaffna,4.0,16.1,1.2
2019-01-01,26.2,30.8,13.7,4.27,7.0,Matara,2.0,21.04,0.4
2019-01-02,26.1,30.4,11.9,4.26,7.0,Matara,2.0,21.0,0.3
2019-01-03,26.3,30.9,11.4,4.57,7.0,Matara,1.0,22.48,0.1
2019-01-04,26.0,30.4,9.8,4.23,7.0,Matara,5.0,21.01,0.9
2019-01-05,26.2,30.9,10.5,4.34,7.0,Matara,6.0,21.78,1.2
2019-01-06,25.4,30.0,9.7,4.01,7.0,Matara,2.0,20.53,0.2
2019-01-07,26.1,30.7,10.5,4.43,7.0,Matara,0.0,21.97,0.0
2019-01-08,26.2,31.4,8.9,4.34,7.0,Matara,5.0,21.61,1.0
2019-01-09,27.0,32.4,7.6,4.3,7.0,Matara,1.0,21.26,0.1
2019-01-10,26.9,32.3,10.8,4.2,7.0,Matara,5.0,20.93,0.6
2019-01-11,26.1,31.6,6.5,3.89,7.0,Matara,11.0,19.44,15.4
2019-01-12,25.7,31.0,12.2,3.41,7.0,Matara,9.0,17.18,16.8
2019-01-13,25.8,30.7,12.2,3.21,7.0,Matara,7.0,15.67,18.1
2019-01-14,26.0,31.2,12.0,3.79,7.0,Matara,4.0,19.33,1.7
2019-01-15,26.2,32.0,5.6,4.0,7.0,Matara,9.0,20.25,6.8
2019-01-16,25.8,31.5,8.6,3.81,7.0,Matara,8.0,19.49,7.8
2019-01-17,26.2,31.5,9.1,4.4,7.0,Matara,4.0,22.4,0.6
2019-01-18,25.8,30.2,12.0,4.43,7.0,Matara,4.0,22.36,0.7
2019-01-19,25.5,29.8,12.9,4.38,7.0,Matara,0.0,22.51,0.0
2019-01-20,25.3,29.9,8.2,4.07,7.0,Matara,0.0,21.06,0.0
2019-01-21,25.5,29.9,10.3,4.06,7.0,Matara,1.0,21.01,0.1
2019-01-22,26.1,31.3,9.5,4.61,7.0,Matara,0.0,23.32,0.0
2019-01-23,25.9,30.9,9.5,4.49,7.0,Matara,0.0,22.97,0.0
2019-01-24,26.4,31.8,9.4,4.5,7.0,Matara,3.0,22.77,0.3
2019-01-25,26.5,31.8,6.3,4.35,7.0,Matara,5.0,21.89,0.6
2019-01-26,26.5,31.8,8.6,4.3,7.0,Matara,6.0,21.77,2.1
2019-01-27,26.3,31.4,8.7,4.03,7.0,Matara,6.0,20.25,2.5
2019-01-28,25.9,30.8,10.2,4.06,7.0,Matara,8.0,20.84,2.4
2019-01-29,26.1,31.1,9.2,4.53,7.0,Matara,0.0,22.94,0.0
2019-01-30,25.8,30.7,11.1,4.58,7.0,Matara,5.0,23.37,1.5
2019-01-31,26.6,31.0,16.4,4.84,7.0,Matara,0.0,24.06,0.0
2019-02-01,26.6,31.7,8.4,4.81,7.0,Matara,1.0,24.11,0.1
2019-02-02,26.3,31.5,8.3,4.3,7.0,Matara,7.0,21.64,1.6
2019-02-03,26.6,31.3,15.0,4.17,7.0,Matara,4.0,20.26,4.2
2019-02-04,26.4,30.7,17.6,3.49,7.0,Matara,7.0,17.25,4.7
2019-02-05,26.2,31.2,11.9,3.66,7.0,Matara,10.0,18.26,5.0
2019-02-06,26.0,31.2,8.6,3.5,7.0,Matara,10.0,17.63,7.5
2019-02-07,26.3,31.0,13.8,4.28,7.0,Matara,9.0,21.78,6.6
2019-02-08,26.2,31.4,13.5,3.68,7.0,Matara,10.0,19.32,4.0
2019-02-09,26.0,31.6,11.4,3.72,7.0,Matara,12.0,19.58,3.7
2019-02-10,26.2,31.7,11.7,4.5,7.0,Matara,5.0,22.84,4.4
2019-02-11,27.2,31.4,17.2,5.02,7.0,Matara,0.0,22.92,0.0
2019-02-12,27.7,30.6,24.4,5.39,7.0,Matara,0.0,22.8,0.0
2019-02-13,27.7,32.3,18.6,5.06,7.0,Matara,0.0,23.86,0.0
2019-02-14,27.2,31.9,12.0,4.32,7.0,Matara,4.0,20.76,0.9
2019-02-15,26.9,31.6,13.3,4.19,7.0,Matara,5.0,20.72,4.6
2019-02-16,26.3,31.2,17.6,3.38,7.0,Matara,11.0,17.41,11.2
2019-02-17,26.6,32.4,6.5,3.94,7.0,Matara,9.0,19.54,6.7
2019-02-18,26.9,33.0,7.7,4.46,7.0,Matara,6.0,22.71,4.4
2019-02-19,27.8,31.8,18.0,5.09,7.0,Matara,1.0,23.58,0.2
2019-02-20,27.5,30.5,22.5,5.31,7.0,Matara,0.0,23.39,0.0
2019-02-21,27.5,31.8,14.0,5.31,7.0,Matara,0.0,25.08,0.0
2019-02-22,27.2,31.4,17.5,5.43,7.0,Matara,0.0,24.61,0.0
2019-02-23,26.9,29.9,15.8,5.62,7.0,Matara,0.0,25.31,0.0
2019-02-24,27.1,31.2,15.3,5.02,7.0,Matara,1.0,23.87,0.2
2019-02-25,27.4,32.4,12.3,4.57,7.0,Matara,6.0,22.18,2.1
2019-02-26,26.5,32.2,8.7,4.47,7.0,Matara,14.0,22.4,22.7
2019-02-27,26.3,31.1,11.9,3.39,7.0,Matara,18.0,16.64,8.5
2019-02-28,26.6,31.0,17.7,3.29,7.0,Matara,0.0,15.4,0.0
2019-03-01,27.2,31.8,17.6,4.62,7.0,Matara,7.0,20.79,1.2
2019-03-02,27.7,32.7,12.3,5.26,7.0,Matara,4.0,25.26,0.6
2019-03-03,26.6,32.1,9.3,4.32,7.0,Matara,15.0,21.46,11.6
2019-03-04,25.3,30.0,11.2,2.12,7.0,Matara,20.0,10.67,17.6
2019-03-05,26.9,32.5,8.7,4.69,7.0,Matara,11.0,23.01,2.2
2019-03-06,26.9,32.2,12.4,4.51,7.0,Matara,3.0,23.38,1.3
2019-03-07,27.1,32.4,11.2,4.44,7.0,Matara,1.0,22.26,0.1
2019-03-08,27.0,32.2,13.8,4.52,7.0,Matara,9.0,22.9,2.2
2019-03-09,26.3,31.6,10.0,4.56,7.0,Matara,9.0,23.26,8.7
2019-03-10,27.0,32.2,11.6,4.97,7.0,Matara,2.0,24.26,0.3
2019-03-11,27.2,32.4,7.7,5.16,7.0,Matara,2.0,25.26,0.5
2019-03-12,26.9,32.0,6.9,5.19,7.0,Matara,4.0,25.68,0.5
2019-03-13,27.1,31.5,14.8,3.96,7.0,Matara,7.0,18.45,2.0
2019-03-14,27.5,32.3,14.8,5.15,7.0,Matara,1.0,24.1,0.2
2019-03-15,27.5,31.2,15.6,5.72,7.0,Matara,0.0,26.0,0.0
2019-03-16,26.7,31.4,12.6,4.59,7.0,Matara,12.0,22.73,6.6
2019-03-17,27.1,31.7,17.7,4.57,7.0,Matara,3.0,22.67,3.2
2019-03-18,26.8,31.8,16.2,4.27,7.0,Matara,7.0,21.08,17.3
2019-03-19,27.8,32.5,16.6,5.25,7.0,Matara,0.0,24.97,0.0
2019-03-20,27.7,32.0,16.4,5.69,7.0,Matara,0.0,26.82,0.0
2019-03-21,27.2,32.2,15.9,4.65,7.0,Matara,3.0,23.7,3.3
2019-03-22,27.6,33.4,10.4,5.13,7.0,Matara,4.0,25.41,2.5
2019-03-23,27.1,33.3,7.6,4.69,7.0,Matara,9.0,23.28,5.6
2019-03-24,27.7,33.3,13.1,5.31,7.0,Matara,2.0,25.61,0.2
2019-03-25,27.7,31.1,20.3,6.09,7.0,Matara,0.0,27.27,0.0
2019-03-26,27.7,31.4,15.5,6.02,7.0,Matara,0.0,27.22,0.0
2019-03-27,27.3,32.0,12.1,5.68,7.0,Matara,0.0,27.58,0.0
2019-03-28,27.4,32.9,9.5,5.08,7.0,Matara,3.0,24.63,0.6
2019-03-29,27.2,32.5,12.6,5.09,7.0,Matara,2.0,25.02,0.4
2019-03-30,27.3,32.5,14.0,4.91,7.0,Matara,7.0,24.47,3.0
2019-03-31,27.4,32.3,15.7,5.32,7.0,Matara,0.0,25.65,0.0
2019-04-01,27.2,31.9,15.0,5.61,7.0,Matara,0.0,27.03,0.0
2019-04-02,27.0,32.0,12.9,5.49,7.0,Matara,0.0,26.84,0.0
2019-04-03,27.9,33.1,13.0,5.41,7.0,Matara,1.0,26.16,0.1
2019-04-04,27.7,32.4,11.7,5.72,7.0,Matara,0.0,27.07,0.0
2019-04-05,27.8,33.1,12.3,5.43,7.0,Matara,0.0,26.05,0.0
2019-04-06,28.5,33.6,14.1,5.18,7.0,Matara,2.0,23.63,0.6
2019-04-07,28.2,33.3,13.2,4.94,7.0,Matara,3.0,23.03,0.7
2019-04-08,28.3,33.7,14.5,4.92,7.0,Matara,7.0,23.45,1.7
2019-04-09,28.0,33.8,13.3,4.76,7.0,Matara,6.0,23.28,1.6
2019-04-10,27.9,34.0,12.7,4.55,7.0,Matara,8.0,22.29,9.5
2019-04-11,27.5,33.0,13.0,4.2,7.0,Matara,7.0,20.57,5.9
2019-04-12,28.1,34.4,10.1,4.87,7.0,Matara,10.0,23.87,2.6
2019-04-13,28.1,34.3,8.4,4.96,7.0,Matara,7.0,24.45,1.5
2019-04-14,27.9,34.0,11.8,4.71,7.0,Matara,6.0,23.54,1.7
2019-04-15,27.7,33.9,10.4,4.26,7.0,Matara,7.0,20.88,5.2
2019-04-16,27.5,33.8,8.7,4.32,7.0,Matara,15.0,21.35,18.2
2019-04-17,27.0,32.4,17.7,3.38,7.0,Matara,11.0,16.88,9.1
2019-04-18,27.7,33.8,11.6,4.39,7.0,Matara,8.0,21.76,5.3
2019-04-19,27.2,33.0,14.1,4.34,7.0,Matara,16.0,22.32,5.7
2019-04-20,26.6,32.1,12.7,3.69,7.0,Matara,17.0,19.17,22.9
2019-04-21,27.9,33.2,14.4,3.85,7.0,Matara,3.0,18.17,0.7
2019-04-22,27.2,33.4,9.9,3.35,7.0,Matara,14.0,16.45,13.7
2019-04-23,27.6,33.8,12.5,4.31,7.0,Matara,7.0,21.54,1.7
2019-04-24,27.8,34.4,6.4,4.34,7.0,Matara,10.0,21.02,4.2
2019-04-25,27.1,33.2,11.8,3.84,7.0,Matara,17.0,19.41,14.8
2019-04-26,27.6,33.6,10.3,2.37,7.0,Matara,9.0,10.88,5.1
2019-04-27,27.4,33.2,9.5,2.99,7.0,Matara,6.0,14.28,5.8
2019-04-28,26.8,32.0,16.9,2.94,7.0,Matara,18.0,14.94,9.7
2019-04-29,26.3,30.5,18.7,2.43,7.0,Matara,18.0,11.95,16.9
2019-04-30,27.0,30.5,25.6,3.18,7.0,Matara,20.0,15.46,5.1
2019-05-01,27.1,31.2,26.5,3.74,7.0,Matara,18.0,20.24,5.5
2019-05-02,27.4,32.1,20.3,4.07,7.0,Matara,17.0,21.2,3.5
2019-05-03,26.5,30.2,21.2,2.46,7.0,Matara,20.0,10.96,16.1
2019-05-04,27.2,31.7,19.3,3.67,7.0,Matara,12.0,18.95,4.5
2019-05-05,27.7,32.4,19.2,4.12,7.0,Matara,6.0,20.05,1.4
2019-05-06,27.8,32.4,16.9,5.0,7.0,Matara,0.0,24.24,0.0
2019-05-07,26.7,31.5,17.2,3.88,7.0,Matara,12.0,20.96,4.3
2019-05-08,27.7,31.5,23.5,4.79,7.0,Matara,6.0,22.62,1.4
2019-05-09,28.2,31.5,23.6,5.62,7.0,Matara,0.0,25.35,0.0
2019-05-10,28.1,32.2,19.2,4.98,7.0,Matara,3.0,23.08,0.3
2019-05-11,28.0,32.7,17.9,5.12,7.0,Matara,0.0,25.03,0.0
2019-05-12,27.3,32.4,19.2,4.1,7.0,Matara,13.0,21.42,2.3
2019-05-13,27.6,32.2,21.9,4.56,7.0,Matara,15.0,23.13,2.9
2019-05-14,27.2,31.9,19.8,4.18,7.0,Matara,10.0,22.3,1.9
2019-05-15,27.4,32.3,20.9,4.1,7.0,Matara,7.0,21.82,1.1
2019-05-16,26.7,31.5,20.0,3.61,7.0,Matara,17.0,19.78,5.2
2019-05-17,27.1,32.0,17.7,4.19,7.0,Matara,7.0,22.07,1.3
2019-05-18,26.5,31.4,17.3,3.42,7.0,Matara,17.0,18.67,6.2
2019-05-19,27.1,32.5,14.0,3.96,7.0,Matara,10.0,20.98,4.4
2019-05-20,27.1,32.2,16.9,3.98,7.0,Matara,12.0,20.53,7.4
2019-05-21,26.7,31.9,14.1,3.53,7.0,Matara,20.0,18.72,9.6
2019-05-22,27.0,32.2,13.5,3.75,7.0,Matara,10.0,19.41,9.1
2019-05-23,26.0,30.8,14.3,2.5,7.0,Matara,22.0,12.95,18.8
2019-05-24,26.5,30.8,17.2,2.67,7.0,Matara,16.0,12.99,15.8
2019-05-25,27.2,31.5,23.7,3.65,7.0,Matara,12.0,19.17,5.3
2019-05-26,27.7,32.3,19.0,4.59,7.0,Matara,8.0,22.55,1.8
2019-05-27,27.3,31.9,21.6,4.17,7.0,Matara,17.0,21.75,3.0
2019-05-28,27.5,32.3,19.1,3.99,7.0,Matara,7.0,20.66,1.9
2019-05-29,26.7,31.0,18.3,2.92,7.0,Matara,14.0,14.26,6.9
2019-05-30,27.1,31.5,22.7,3.8,7.0,Matara,19.0,19.07,4.5
2019-05-31,27.3,31.5,22.3,3.72,7.0,Matara,12.0,18.21,2.0
2019-06-01,27.9,32.1,22.5,4.38,7.0,Matara,8.0,20.87,2.3
2019-06-02,27.3,32.3,15.9,3.81,7.0,Matara,14.0,19.82,3.2
2019-06-03,27.1,31.5,22.3,3.74,7.0,Matara,11.0,18.93,3.5
2019-06-04,26.6,30.7,24.5,3.76,7.0,Matara,21.0,20.66,10.0
2019-06-05,26.7,30.6,23.0,3.22,7.0,Matara,17.0,16.46,17.3
2019-06-06,26.7,31.0,20.9,3.46,7.0,Matara,21.0,18.32,15.8
2019-06-07,26.5,30.4,23.1,2.89,7.0,Matara,21.0,14.72,16.0
2019-06-08,27.4,31.4,22.7,2.72,7.0,Matara,15.0,11.33,4.9
2019-06-09,26.9,31.2,22.7,3.77,7.0,Matara,23.0,20.03,15.6
2019-06-10,27.7,32.1,18.6,3.75,7.0,Matara,17.0,17.12,3.6
2019-06-11,28.0,32.3,19.5,4.83,7.0,Matara,2.0,22.92,0.9
2019-06-12,27.9,31.9,24.6,3.79,7.0,Matara,12.0,17.82,3.5
2019-06-13,27.1,31.3,21.7,3.45,7.0,Matara,16.0,17.76,10.8
2019-06-14,27.5,32.2,19.8,3.75,7.0,Matara,14.0,19.04,5.0
2019-06-15,27.5,31.8,21.2,3.93,7.0,Matara,16.0,19.54,5.1
2019-06-16,27.4,31.6,19.5,3.34,7.0,Matara,15.0,16.19,7.8
2019-06-17,27.3,31.3,23.4,3.32,7.0,Matara,15.0,15.74,7.6
2019-06-18,28.0,31.9,25.7,4.3,7.0,Matara,10.0,19.9,4.1
2019-06-19,27.4,30.6,28.6,4.12,7.0,Matara,19.0,20.49,7.3
2019-06-20,26.8,30.0,28.7,3.58,7.0,Matara,21.0,18.86,8.3
2019-06-21,27.3,30.1,30.6,4.03,7.0,Matara,19.0,19.61,6.2
2019-06-22,26.7,29.7,31.3,3.59,7.0,Matara,18.0,18.89,6.0
2019-06-23,27.5,30.8,29.6,3.89,7.0,Matara,9.0,18.48,1.9
2019-06-24,27.3,31.3,23.2,4.02,7.0,Matara,21.0,20.96,5.0
2019-06-25,27.1,31.3,22.7,3.84,7.0,Matara,22.0,20.05,6.0
2019-06-26,27.4,31.2,25.3,4.26,7.0,Matara,14.0,21.05,4.5
2019-06-27,27.5,31.0,23.7,4.45,7.0,Matara,13.0,21.03,3.1
2019-06-28,27.7,31.1,23.5,4.66,7.0,Matara,9.0,21.85,1.5
2019-06-29,27.8,31.1,26.0,4.84,7.0,Matara,3.0,22.55,0.3
2019-06-30,27.8,31.2,27.9,4.63,7.0,Matara,6.0,21.9,2.1
2019-07-01,27.4,31.0,25.4,3.92,7.0,Matara,14.0,18.51,2.2
2019-07-02,27.5,31.4,24.3,4.04,7.0,Matara,18.0,19.9,3.3
2019-07-03,27.2,31.4,22.0,3.83,7.0,Matara,16.0,18.69,3.7
2019-07-04,27.2,31.8,18.7,3.42,7.0,Matara,8.0,17.05,1.3
2019-07-05,27.7,32.1,19.9,4.27,7.0,Matara,6.0,20.97,1.1
2019-07-06,27.8,32.1,20.4,4.29,7.0,Matara,10.0,20.6,1.8
2019-07-07,27.7,32.3,20.2,4.55,7.0,Matara,6.0,22.56,1.4
2019-07-08,27.4,32.2,19.5,4.32,7.0,Matara,16.0,21.83,5.0
2019-07-09,26.6,31.9,16.5,3.58,7.0,Matara,11.0,19.22,4.3
2019-07-10,26.1,31.2,21.3,3.36,7.0,Matara,13.0,18.32,8.1
2019-07-11,27.5,32.3,18.7,4.32,7.0,Matara,8.0,21.54,1.4
2019-07-12,26.8,31.7,16.3,4.26,7.0,Matara,19.0,22.15,5.0
2019-07-13,26.7,31.9,12.2,4.11,7.0,Matara,6.0,21.33,1.1
2019-07-14,26.8,31.4,18.7,4.24,7.0,Matara,9.0,22.46,1.3
2019-07-15,27.1,30.7,25.4,4.55,7.0,Matara,6.0,22.68,0.9
2019-07-16,26.9,30.4,24.5,3.98,7.0,Matara,12.0,20.12,3.3
2019-07-17,26.1,28.7,29.6,3.41,7.0,Matara,22.0,17.61,13.2
2019-07-18,25.7,26.9,35.6,3.31,7.0,Matara,24.0,18.82,26.9
2019-07-19,26.6,28.0,36.4,4.04,7.0,Matara,16.0,18.26,6.7
2019-07-20,26.6,28.9,34.8,3.64,7.0,Matara,12.0,17.3,3.5
2019-07-21,26.4,29.2,28.0,4.02,7.0,Matara,15.0,20.65,5.1
2019-07-22,26.4,29.2,24.6,2.83,7.0,Matara,9.0,11.19,3.6
2019-07-23,26.8,30.3,24.9,4.07,7.0,Matara,4.0,20.4,0.5
2019-07-24,26.6,30.4,21.5,4.28,7.0,Matara,12.0,22.0,2.2
2019-07-25,26.0,29.9,21.5,3.67,7.0,Matara,16.0,20.19,3.4
2019-07-26,26.7,30.9,21.2,4.31,7.0,Matara,8.0,22.68,1.3
2019-07-27,27.2,30.8,22.8,4.78,7.0,Matara,0.0,23.23,0.0
2019-07-28,27.2,30.9,23.8,4.66,7.0,Matara,2.0,23.19,0.3
2019-07-29,27.1,30.8,20.2,4.58,7.0,Matara,2.0,22.03,0.3
2019-07-30,27.3,31.1,18.9,4.79,7.0,Matara,2.0,23.08,0.2
2019-07-31,27.0,31.3,18.8,4.01,7.0,Matara,8.0,19.96,1.6
2019-08-01,26.2,30.7,16.4,3.06,7.0,Matara,21.0,16.25,7.3
2019-08-02,26.6,31.6,16.5,3.61,7.0,Matara,21.0,19.79,5.1
2019-08-03,26.8,32.1,16.6,3.56,7.0,Matara,16.0,19.24,5.2
2019-08-04,26.9,32.0,15.0,3.68,7.0,Matara,12.0,18.91,3.3
2019-08-05,27.3,31.3,21.4,4.09,7.0,Matara,15.0,19.55,2.6
2019-08-06,27.2,31.7,19.1,3.99,7.0,Matara,9.0,19.94,2.3
2019-08-07,26.9,31.3,20.4,3.94,7.0,Matara,16.0,20.62,7.9
2019-08-08,25.6,29.5,25.2,2.47,7.0,Matara,22.0,12.92,14.4
2019-08-09,26.1,30.6,20.2,3.75,7.0,Matara,15.0,21.07,6.9
2019-08-10,26.0,29.7,26.4,3.08,7.0,Matara,14.0,16.88,16.5
2019-08-11,26.3,29.3,28.3,3.12,7.0,Matara,14.0,15.98,6.5
2019-08-12,26.8,29.4,33.1,3.89,7.0,Matara,5.0,18.3,1.7
2019-08-13,25.4,28.2,24.7,2.23,7.0,Matara,24.0,11.22,20.0
2019-08-14,26.6,30.0,26.7,3.77,7.0,Matara,10.0,19.49,2.1
2019-08-15,27.0,30.5,23.7,3.95,7.0,Matara,6.0,19.27,1.3
2019-08-16,26.1,29.2,26.4,3.36,7.0,Matara,19.0,17.34,13.9
2019-08-17,25.6,29.1,24.5,2.6,7.0,Matara,22.0,13.57,11.8
2019-08-18,25.8,30.0,18.4,3.57,7.0,Matara,16.0,19.36,3.2
2019-08-19,26.6,30.7,19.5,4.42,7.0,Matara,5.0,22.67,1.1
2019-08-20,25.8,29.9,18.4,3.75,7.0,Matara,20.0,20.83,10.6
2019-08-21,25.8,29.3,22.5,3.67,7.0,Matara,21.0,20.83,15.1
2019-08-22,25.4,29.1,22.7,3.02,7.0,Matara,22.0,17.11,13.5
2019-08-23,25.2,28.5,23.5,1.8,7.0,Matara,21.0,8.55,12.9
2019-08-24,25.7,29.2,21.9,3.37,7.0,Matara,20.0,17.18,6.9
2019-08-25,25.4,28.9,20.0,3.08,7.0,Matara,22.0,16.54,14.1
2019-08-26,25.5,29.3,19.3,1.51,7.0,Matara,18.0,6.74,9.4
2019-08-27,26.2,30.1,18.3,3.71,7.0,Matara,9.0,18.85,3.1
2019-08-28,26.5,30.4,19.4,3.59,7.0,Matara,13.0,17.55,2.1
2019-08-29,25.6,28.6,23.2,3.38,7.0,Matara,24.0,17.68,17.6
2019-08-30,26.0,28.6,26.7,2.83,7.0,Matara,15.0,11.47,12.0
2019-08-31,26.3,30.0,21.9,3.82,7.0,Matara,15.0,20.27,3.6
2019-09-01,25.7,30.0,18.3,3.2,7.0,Matara,18.0,17.75,5.4
2019-09-02,26.4,30.9,18.0,4.12,7.0,Matara,14.0,21.58,3.3
2019-09-03,26.0,30.7,19.6,3.91,7.0,Matara,22.0,21.8,4.8
2019-09-04,26.5,30.8,18.8,3.96,7.0,Matara,21.0,20.95,6.2
2019-09-05,26.6,30.9,16.1,3.9,7.0,Matara,12.0,19.72,2.5
2019-09-06,26.4,31.1,18.2,3.98,7.0,Matara,16.0,21.47,2.7
2019-09-07,26.8,31.2,21.3,4.01,7.0,Matara,9.0,21.4,1.6
2019-09-08,27.5,31.3,25.4,4.89,7.0,Matara,2.0,24.18,0.2
2019-09-09,27.5,31.1,25.3,4.91,7.0,Matara,0.0,24.21,0.0
2019-09-10,26.5,30.6,21.7,4.15,7.0,Matara,15.0,22.38,2.8
2019-09-11,25.8,30.0,18.9,3.46,7.0,Matara,20.0,18.84,8.9
2019-09-12,25.9,30.6,16.2,3.14,7.0,Matara,13.0,16.89,7.7
2019-09-13,26.2,30.9,15.7,3.62,7.0,Matara,9.0,18.88,2.5
2019-09-14,26.7,31.3,16.7,4.01,7.0,Matara,13.0,20.42,2.8
2019-09-15,25.2,29.2,17.1,2.39,7.0,Matara,22.0,12.55,20.5
2019-09-16,25.4,29.1,20.4,2.0,7.0,Matara,23.0,9.51,23.8
2019-09-17,25.7,29.6,19.1,3.7,7.0,Matara,17.0,20.49,5.5
2019-09-18,25.9,30.5,19.6,3.78,7.0,Matara,21.0,21.81,4.2
2019-09-19,25.4,29.6,18.7,3.38,7.0,Matara,24.0,19.38,19.5
2019-09-20,25.7,30.0,15.8,2.96,7.0,Matara,15.0,15.19,7.6
2019-09-21,25.9,30.4,15.9,3.69,7.0,Matara,22.0,19.82,17.4
2019-09-22,25.8,29.7,25.2,2.52,7.0,Matara,20.0,13.03,24.3
2019-09-23,25.3,28.6,21.0,2.29,7.0,Matara,23.0,11.58,23.5
2019-09-24,25.6,29.4,16.9,2.37,7.0,Matara,19.0,10.59,19.8
2019-09-25,24.6,28.7,15.6,0.97,7.0,Matara,24.0,3.95,37.6
2019-09-26,26.2,30.8,10.1,3.84,7.0,Matara,3.0,18.82,1.6
2019-09-27,26.2,31.5,8.3,3.79,7.0,Matara,8.0,18.86,11.1
2019-09-28,25.5,30.6,8.7,3.14,7.0,Matara,16.0,15.97,8.2
2019-09-29,26.0,30.4,12.2,3.42,7.0,Matara,15.0,16.86,5.2
2019-09-30,25.8,31.1,12.2,3.96,7.0,Matara,12.0,20.93,4.5
2019-10-01,25.9,31.3,10.0,4.52,7.0,Matara,5.0,23.45,5.1
2019-10-02,26.8,31.2,13.8,4.3,7.0,Matara,0.0,20.88,0.0
2019-10-03,25.9,31.2,10.0,4.03,7.0,Matara,17.0,20.98,10.2
2019-10-04,26.1,31.1,12.6,4.34,7.0,Matara,12.0,22.48,4.9
2019-10-05,25.7,30.8,14.4,3.88,7.0,Matara,15.0,20.52,5.8
2019-10-06,25.2,30.1,13.5,2.53,7.0,Matara,23.0,13.31,21.8
2019-10-07,25.7,30.3,16.2,3.68,7.0,Matara,17.0,19.39,9.9
2019-10-08,25.5,29.9,14.5,2.94,7.0,Matara,19.0,15.51,12.8
2019-10-09,25.5,30.2,15.7,3.02,7.0,Matara,18.0,15.6,16.9
2019-10-10,25.8,30.4,12.7,2.97,7.0,Matara,14.0,15.52,3.2
2019-10-11,25.4,30.7,14.4,3.37,7.0,Matara,18.0,18.03,11.9
2019-10-12,26.0,31.7,11.0,3.99,7.0,Matara,11.0,20.69,8.2
2019-10-13,26.3,31.9,9.7,4.43,7.0,Matara,7.0,22.78,9.3
2019-10-14,26.3,32.1,9.5,4.09,7.0,Matara,11.0,20.7,11.1
2019-10-15,25.4,30.3,15.9,3.06,7.0,Matara,18.0,15.94,23.8
2019-10-16,25.3,30.2,11.4,2.27,7.0,Matara,22.0,11.05,16.1
2019-10-17,26.4,31.1,10.7,2.91,7.0,Matara,8.0,13.63,1.7
2019-10-18,26.6,31.8,11.5,4.42,7.0,Matara,8.0,22.29,4.7
2019-10-19,26.0,31.2,11.0,3.54,7.0,Matara,19.0,18.18,13.2
2019-10-20,25.4,30.1,14.8,2.28,7.0,Matara,17.0,11.74,177.6
2019-10-21,25.5,29.6,17.6,2.12,7.0,Matara,16.0,11.02,9.2
2019-10-22,25.6,30.0,15.4,2.38,7.0,Matara,20.0,12.25,9.0
2019-10-23,26.0,30.9,14.3,3.5,7.0,Matara,15.0,18.72,11.7
2019-10-24,24.8,29.1,18.2,1.38,7.0,Matara,20.0,6.7,26.3
2019-10-25,25.7,30.1,11.9,2.53,7.0,Matara,8.0,11.93,5.1
2019-10-26,26.1,31.5,6.9,2.16,7.0,Matara,13.0,10.05,3.2
2019-10-27,26.2,30.9,12.6,2.84,7.0,Matara,19.0,13.06,13.7
2019-10-28,25.5,29.7,17.8,2.21,7.0,Matara,23.0,9.57,11.4
2019-10-29,24.7,28.1,20.2,1.39,7.0,Matara,24.0,6.87,39.0
2019-10-30,25.4,30.0,16.4,2.22,7.0,Matara,7.0,10.72,12.2
2019-10-31,26.1,30.6,17.0,3.47,7.0,Matara,7.0,17.97,2.1
2019-11-01,26.4,32.2,5.0,4.41,7.0,Matara,5.0,22.22,5.6
2019-11-02,26.0,31.3,9.3,3.47,7.0,Matara,12.0,17.19,6.7
2019-11-03,25.4,31.0,8.4,2.84,7.0,Matara,16.0,14.62,12.1
2019-11-04,25.7,30.7,12.1,3.54,7.0,Matara,12.0,18.47,8.0
2019-11-05,26.0,30.7,13.7,3.21,7.0,Matara,9.0,16.79,11.2
2019-11-06,26.9,30.8,19.9,4.4,7.0,Matara,5.0,21.51,0.7
2019-11-07,26.7,31.0,17.8,4.38,7.0,Matara,13.0,22.02,3.2
2019-11-08,25.7,30.3,15.7,3.49,7.0,Matara,17.0,19.21,6.4
2019-11-09,25.5,30.6,14.5,3.42,7.0,Matara,15.0,18.94,5.3
2019-11-10,25.4,30.6,11.4,3.01,7.0,Matara,16.0,15.56,15.9
2019-11-11,26.0,31.5,8.7,3.52,7.0,Matara,10.0,18.03,3.3
2019-11-12,26.2,31.7,8.9,4.08,7.0,Matara,7.0,20.88,4.3
2019-11-13,27.1,31.5,15.9,4.71,7.0,Matara,0.0,23.08,0.0
2019-11-14,26.6,30.9,15.2,4.15,7.0,Matara,8.0,20.66,2.7
2019-11-15,26.1,30.7,14.8,3.23,7.0,Matara,22.0,16.3,15.9
2019-11-16,26.4,31.6,11.4,3.98,7.0,Matara,6.0,20.11,2.9
2019-11-17,26.6,31.9,10.2,4.31,7.0,Matara,5.0,21.71,1.5
2019-11-18,26.4,31.6,11.8,3.94,7.0,Matara,10.0,20.09,7.3
